airline,name,retweet_count,text,user_timezone
Delta,ZKatcher,1,@JetBlue tells me $130 paid &amp; confirmed flight will now cost me $566.80 CASH ONLY @ airport  22 hours before my flight  #RIPOFF #NoSupport,Eastern Time (US & Canada)
Delta,thedanband,0,@JetBlue this feels nice - what we've got going on here. Let's just swap me out with the fool in 5a and we can make it all better.,Pacific Time (US & Canada)
US Airways,Bink_V,0,@USAirways been delayed three times now finally boarded. Been waiting 20 minutes. Now being told the plan has to be completely powered down.,Eastern Time (US & Canada)
United,throthra,1,@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick,nan
US Airways,MarkKersten,0,.@USAirways we have no choice but to pay another $50 to go to the airport in the hopes that we will be treated better by a rep.,Quito
US Airways,TravelingProf,0,"@USAirways @AmericanAir Almost half hour on hold.  My cell phone battery is dying.  Thanks for your loyalty from a ""Platinum"" member",Eastern Time (US & Canada)
American,DanielLassman,0,".@AmericanAir Also, not the reservations team's fault. Bad top-down decision. I feel bad for the reservations AND social media teams.",Eastern Time (US & Canada)
American,VisualWorshiper,2,@AmericanAir Shout-out to all the ground crews working in the cold! Thanks for what y'all do. (&amp; social media team for customer service),Central Time (US & Canada)
Delta,Oneladyyouadore,0,"@JetBlue flight 1041 to Savannah, GA",Quito
US Airways,bobbyisaacson,0,"@USAirways is there nothing that can be done online to help? i bought these as a birthday present, just trying to be able to afford a change",Pacific Time (US & Canada)
American,_CHarrington_,0,@AmericanAir boarding in 2mins YAY!!!!,Pacific Time (US & Canada)
Delta,elias_rubin,0,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.,Pacific Time (US & Canada)
American,flemmingerin,0,@AmericanAir Can you respond to my DM?,nan
Delta,islandershf,0,@JetBlue is flt 1202 delayed?,Eastern Time (US & Canada)
Southwest,vizualpupil,0,"@SouthwestAir thanks a lot for sending a ""special deal"" with @Budget. Getting screwed is the best when on vacation #sarcasm get new partners",Eastern Time (US & Canada)
US Airways,pronetowander,0,@USAirways cannot add my frequent flyer number on your website.  Can you help?,nan
Delta,RobertPiacente,0,"@JetBlue no one yet but some, fl 8162",Eastern Time (US & Canada)
Southwest,CommDocPA,0,@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!,Eastern Time (US & Canada)
Delta,DarthVada_R2D2,0,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?,Atlantic Time (Canada)
Southwest,pancho_joe,0,"“@SouthwestAir: #IfThe80sNeverStopped, we'd still be rocking out to this chart-topping hit"". What?  The 80's are over?",nan
US Airways,Little_BeerGirl,0,@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls,Eastern Time (US & Canada)
United,thebadvillain,0,"@united if you don't like delayed bags, why do you let it happen so much?",nan
Delta,staceylking,1,"@JetBlue Port-Au-Prince, Haiti for continued food distribution, medical supplies, &amp; orphan care!  #flyingitforward http://t.co/fn2QXybT9K",nan
American,danielaud,0,@AmericanAir Didn't really need anything. Saw your mentions are often negative. Keep up the good work. #gratitude  🇺🇸✈️,Eastern Time (US & Canada)
US Airways,thisAnneM,0,@usairways @BarclaycardUS 1 hr wait so far for customer service. yes bad weather but do air traffic controllers answer your phones?!??,Atlantic Time (Canada)
American,richfreed,0,@AmericanAir they responded. I can't respond to their response. Nor can I speak with someone. #worstcustomerserviceever,nan
American,redeyes313,0,"@AmericanAir I fly American because of family but severe weather excuse so I can't call to make change, why have a computer if u cant modify",nan
US Airways,steve_muns,0,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.,Eastern Time (US & Canada)
US Airways,mdejock,0,@USAirways thanks Travis at PHL A East checkin for knowing baggage policies. Skis &amp; boots count as 1. Teach your mgr who didn't know,nan
Delta,tonytouch09,0,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???,London
Delta,duendecillita,0,"@JetBlue got txt  40min after sched dpt, saying plane had just arrived @ JFK. Late Flightr txt w/ dpt gate change. Then 9:04 dpt for 7:40 flight.",Eastern Time (US & Canada)
Delta,arthurhasher,0,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",nan
Delta,tsmit,0,@JetBlue weather where?  It's 60 in SFO and flight 834 is still on time to boston.,Eastern Time (US & Canada)
US Airways,HassettHelen,0,@USAirways you can send my luggage to my house👋,nan
Delta,NicoleMarieNoel,0,@JetBlue Noooo!! Why is our previously direct flight from FLL&gt;SFO diverted to LAS? Now arriving almost 2 hrs Late Flightr. 👎,Eastern Time (US & Canada)
Southwest,matthewhyah,0,@SouthwestAir Can you link the article where it says the routes and what times the routes are likely to be? Like TUL-DAL 1:00PM - 7 None,nan
US Airways,DustyJonas,0,@USAirways any word on flight 1748 getting out of DFW in the near future? Stuck on plane at gate for over an hour,Central Time (US & Canada)
United,KapuriaMd,0,@united worked out after all. Thanks for your immediate reply!!,nan
US Airways,Mia_Da_Jedi,0,@USAirways Has To Be THE WORST Airline Of All Time😡😡😡,Pacific Time (US & Canada)
American,waynebevan,0,@AmericanAir Can you provide guidance on how I should work with them to resolve the issue,Alaska
US Airways,_RobPrice,0,@USAirways surely there are some other ways to help me - I can't really afford another 4 hours now. Pls follow me so we can DM,Sydney
US Airways,Hayleyville,0,@USAirways Looking forward to some friends and family time in Arizona.,Quito
United,markbrownwriter,0,@united I'm not know if the seats are actually narrower than other seats but they feel like it. Or maybe I'm extra bloated.,Tehran
American,jeffsberry,0,@AmericanAir @British_Airways trying to speak with an agent about my flight to London tonight but can't get anyone from AA.  Can you help?,nan
United,AngelikaGiatras,1,@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.,Eastern Time (US & Canada)
Southwest,MikiLuJames,0,@SouthwestAir it's not letting me DM you !!,nan
Delta,KnockoutOC,0,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome,Atlantic Time (Canada)
American,MattWalter13,0,@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?,nan
US Airways,CourtneyyKay,0,@USAirways the call hung up on me..,Eastern Time (US & Canada)
Delta,CheckMyMelodi,0,LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”,Central Time (US & Canada)
US Airways,TreyWheelerCEO,0,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,Eastern Time (US & Canada)
Southwest,sammyboy405,0,@SouthwestAir your welcome. It was the thoughts of nearly the entire plane.,nan
Delta,BernardLeCroix,0,@JetBlue it was but obviously it wasn't linked as there is nothing there when I tried to book with it.,Eastern Time (US & Canada)
Southwest,nealmo,0,"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?",Central Time (US & Canada)
American,malhoit,0,"@AmericanAir seriously, there aren't any reps available to take phone calls? Even for platinum?",Eastern Time (US & Canada)
United,DavidM2357,0,"@united No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",nan
United,Jaytolchinsky,0,@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today,Central Time (US & Canada)
United,dwrichy,0,@united in Bogota with no wallet is no fun. :-(,Eastern Time (US & Canada)
American,Jhosa_M,0,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer,Caracas
Southwest,famousswan,0,@SouthwestAir confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino@gmail.com,nan
Southwest,RealMaryAgnes,0,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch",Atlantic Time (Canada)
Southwest,bokkagroup,0,"@SouthwestAir @CallMeStanley7 And bring back the ""Agent will call you back..."" feature. Why was that ever discontinued???",Mountain Time (US & Canada)
United,iamawarplane,1,@united I think problem resolution should be decided on your end. Especially if you'd like me to continue flying your airline.,nan
United,KP_Pearl,0,@united So far so good. Just stepped down in Denver. Next Stop Portland!,Central Time (US & Canada)
Southwest,iknowmatt2,0,@SouthwestAir a nice trip back home after a looong vaca 😊🌴 http://t.co/9TRvfnCedL,Eastern Time (US & Canada)
United,thepriceisright,0,@united someone should send a note to the revenue management team and ask about all the open BF and GF seats on 919.,Eastern Time (US & Canada)
Delta,apostraphi,0,"@JetBlue @courteroy LOLZ. ""On Fleek""",Central Time (US & Canada)
US Airways,RayAllStar28,0,@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,nan
United,EdinReporter,0,@united nice and early back home! http://t.co/geG4nghmIE,Edinburgh
United,JackieFerrari3,0,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them.",nan
Delta,rjburnsva,0,@JetBlue no news here at the gate. What are my options?,Eastern Time (US & Canada)
Southwest,Traceyd14,0,@SouthwestAir How do I enter passport information on an existing reservation before check in?,nan
US Airways,Little_BeerGirl,0,"@USAirways any way to tell our gate we are going? Stuck on tarmack, int'l flt FLT 878 going to ELM Gate F6",Eastern Time (US & Canada)
United,shaneadambecker,0,"@united no, it was 2 flight Cancelled Flightlations (one due to weather, one mechanical) paid own hotel, bag held in transfer. No voucher/compensation",Atlantic Time (Canada)
United,2cJustice4all,0,@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,Central Time (US & Canada)
Southwest,jsanner2,0,@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...,nan
US Airways,bcruz1028,0,@USAirways When I check online it states status closed. What does this mean? As I have yet been able to reach a live person...,nan
American,MDTwankyTwank,0,@AmericanAir do you have hand sanitizer in the bathrooms on your flights?,nan
American,kat_lilfish,0,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville.",nan
American,Bishop71Bishop,0,@AmericanAir if I could fly an md80/dc10 I would be so happy I live that plane so much md80 is love md80 is life.,nan
United,elloecho,0,@united yes when I landed.,Eastern Time (US & Canada)
Southwest,bryceadvice,0,@SouthwestAir @Imaginedragons #DestinationDragons Any tix to spare? I wanna go see the show on Friday in LA with my friend @HayleyMad!,Central Time (US & Canada)
Virgin America,jtwiegele,0,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!,nan
United,c4pyro,0,@united It appears there are six flights to Calgary tomorrow is this correct?,nan
Delta,bonniebethburke,0,"@JetBlue pilot: ""Don't worry folks there's a backup for the backup for every part of this plane."" Thanks guy",Eastern Time (US & Canada)
United,AndrewMcDublin,0,"@united I haven't booked yet, I'm asking before I book",nan
US Airways,riascott39,0,@USAirways that's where we are now. Thank you.,Eastern Time (US & Canada)
Delta,beachluvr104,0,@JetBlue got it wish they would communicate more w us,Atlantic Time (Canada)
United,lindaSWC,1,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",nan
Delta,MsBooya,0,@JetBlue all they said was delayed due to mechanical issues. I'm looking for something a little more specific.,nan
Delta,JohnJJSmith,0,@JetBlue Wish Everyone felt like you,nan
American,txbu20,0,@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,nan
United,skyjumper77,0,@united @el_ingeniero don't check your baggage if you don't have to.  They will lose it!,nan
US Airways,vasisht,0,@USAirways @AmericanAir my friends are stranded at KPHL and the representatives there won't even give them food vouchers…any help please?,Eastern Time (US & Canada)
US Airways,mrpearson3rd,0,@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?,nan
American,SmokeAdMirrors,0,@AmericanAir great flight experience again... SFO-JFK... Dare I say it? A consistent high quality on a legacy airline? Keep it up guys!,Atlantic Time (Canada)
Delta,PumaSF,0,@JetBlue of course I am!!✈️,Pacific Time (US & Canada)
United,SSest72,0,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",nan
United,JasonArbaugh,0,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay,nan
United,poweroflindsey,0,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !",nan
Southwest,fwmperkins,0,@SouthwestAir Please start charging for carryon luggage. #CarryOnBagsSlowEverybodyDown,Eastern Time (US & Canada)
US Airways,LaceyDGarland,0,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now,Eastern Time (US & Canada)
Delta,Worldtravelure,0,@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!,Eastern Time (US & Canada)
Virgin America,Kevin_E_Park,0,@VirginAmerica way to take advantage of #MayweatherPacquiao :),Pacific Time (US & Canada)
Southwest,Disney_luvver,0,@SouthwestAir booked our flights this morning. Can't wait to move about the country.,Eastern Time (US & Canada)
American,GregPoos,0,"@AmericanAir I need to be at work tomorrow at 8am, therefore that doesn't help.  Direct message faster than calling 800 number? #Backwards",nan
American,farfalla818,0,@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!,nan
American,LeslieWolfson,0,"@AmericanAir I am running out of battery you have my chargers,clothes,coat,contact lenses, need to be in mtg tom need help #pathetic service",Central Time (US & Canada)
United,Jodieepps,0,@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.,Quito
US Airways,GreenkidspenWRA,0,@USAirways Hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,nan
United,GDClearedToLand,2,@United #767 taxing in at #ORD @fly2ohare @AirlineGeeks #avgeek http://t.co/uPocMmuLUN,nan
Southwest,LukeGUlrich,0,@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.,Central Time (US & Canada)
