Date,Hit Sentence,Country,Reach,Twitter Authority,Twitter Screen Name,Twitter Followers,Twitter Following,State
26-Feb-2022 08:54AM,RT @sonofr: How squalid the Putin loving Tory party looks. How foolish the Brexit cult looks. How idiotic the Putin/Johnson Brexit appeasers look. https://t.co/9PnjO8TYCR,United Kingdom,5504,7.0,💙ewa 🇪🇺 #FBPE #FBPA #FBPPR 🕷 #SOSNHS,5504.0,6029.0,England
25-Feb-2022 05:38PM,@tomhfh Draghi is an u@elected EU apparatchik. What do you expect?,Unknown,4129,7.0,Trevor Horwitz,4129.0,4844.0,nan
28-Feb-2022 09:28AM,"RT @dunstablian: Here we go again, SLY TV attacking the UK for apparently not doing enough for Ukraine when in fact we are doing the most. They keep referring to what the EU are doing like they are doing more and that is clearly fake news AGAIN",United Kingdom,19181,8.0,Thomas Evans ♿ *🇷🇺🖕🏼* *🇺🇦❤* #antiEU,19181.0,18783.0,England
24-Feb-2022 07:42AM,"RT @bbclaurak: QT @DmytroKuleba: This is the list of action Ukraine is asking the West for right now - let’s see what leaders can actually agree by end of the day after what was considered timid first round of sanctions by many MPs ; The world must act immediately. Future of Europe & the world is at stake. To do list: 1. Devastating sanctions on Russia NOW, including SWIFT 2. Fully isolate Russia by all means, in all formats 3. Weapons, equipment for Ukraine 4. Financial assistance 5. Humanitarian assistance",United Kingdom,971,5.0,Mark Dobson 💙,971.0,1864.0,England
26-Mar-2022 07:35AM,RT @bolddigger52: @hairychesters @BorisJohnson EU has to be bailed out on Gas by the US but only by 10% of their has requirements. So now the EU will have to depend on the US as well as Russia. You call that EU strength on the World stage? Not on your Nellie.,United Kingdom,358,5.0,FjB. #DefundTheBBC #BackBoris,358.0,260.0,nan
30-Jan-2022 06:58PM,RT @LizGibbons15: So every penny raised from NI is going in NHS says Johnson and Sunak! Isn’t that why we we came out of EU so £350m could go into it? 🤔,Canada,1329,6.0,Mike Rabbitte 💙🇪🇺🇬🇧🇮🇪🏴‍☠️,1329.0,4235.0,Ontario
19-Feb-2022 10:11AM,RT @Braders8_GTTO: I've just signed Uphold the Rule of Law - Will you support the campaign too? #Brexit #RejoinEU https://t.co/qkekmX8d9h @action_storm,United States,6579,7.0,⚫Footsteps 🕷 #FBPE 48% 🇪🇺 #RejoinEU,6579.0,5861.0,New Jersey
22-Feb-2022 02:03PM,"@profdwh @akaMrsO @BrexitBuster Thank goodness, to coin a phrase.",United Kingdom,697,5.0,David Edwards🇪🇺 3.5% #FBPPR #FBPA #JohnsonOut,697.0,708.0,England
14-Mar-2022 03:10PM,RT @BorderSolution_: EU/RoI/REMOANIACS: The protocol is required to protect the Good Friday Agreement COURT: The protocol overrides the Good Friday Agreement Who is correct? 🙄🤔,United Kingdom,2447,6.0,Mr B Nobody,2447.0,2519.0,nan
02-Mar-2022 09:00PM,@alan_shaefer Ditched by EU.,Unknown,927,5.0,Murmuration,927.0,1487.0,nan
06-Feb-2022 01:16PM,"RT @JMPSimor: 55 Tufton Street brought us Brexit. Its newest creation is 'NetZeroWatch', in fact a rebrand of the Global Warming Policy Forum. It is using the same tried and tested approach, putting out emotive & misleading ads that are being circulated to the same people who supported Brexit. https://t.co/frae6uPxzC",Unknown,5742,7.0,Laura Phelan,5742.0,5866.0,nan
17-Jan-2022 09:09PM,"RT @rec777777: Catching up on my tweets and I don't get why those who want to see the world through a pro EU, lefty woke lens, believe the rest of us who don't, should pay for them to do so? Socialists? @BBCNews #DefundTheBBC",Netherlands,12022,8.0,Busy Eating Crayons 🏴󠁧󠁢󠁷󠁬󠁳󠁿,12022.0,12110.0,nan
28-Feb-2022 09:22PM,"RT @casawolf: The greatest symbol of defiance Ukraine could show in the face of Putin’s aggression today was the public demonstration of its will to join the EU. The greatest demonstration of subjugation to the will of Putin would, I guess, be leaving the Eu.",United Kingdom,43800,9.0,"Siob, Princess of Yorkshire 💙#FBPE #FBR",43800.0,26861.0,England
28-Feb-2022 09:13PM,"RT @Heather22311814: So the marvellous EU blocked the UK from their airspace as the UK flew arms & supplies to support Ukraine. It took 3 days before Germany allowed us to fly through their airspace....so don't you remoaners tell me the EU led the way. They didn't, Boris led on everything. ; Yes - and we had to divert around German airspace to get the supplies through. UK Govt has shown real leadership on this issue.",Unknown,269,5.0,jack forever # Defund the BBC 🇬🇧,269.0,76.0,nan
09-Feb-2022 02:55PM,RT @br_nning: @zombie_nun @RantsYork Idiotic post. EU is taking control of its borders. They are sovereign and will not allow imports of goods that doesn’t meet EU standards which Uk decided not to follow. You are spreading misinformation.,United Kingdom,2851,6.0,TDoyle@Carasol 🇺🇦FBPUA🌄 🇬🇧🇪🇺 FBPEU FBPPA,2851.0,5001.0,England
26-Feb-2022 03:37PM,RT @aoifewhite101: Really extraordinary to see Poland lecturing Germany over Ukraine after months of EU tension over rule of law in Poland ; Prime Minister @MorawieckiM in #Berlin 🇩🇪: Today there is no time for the selfishness that we see also here in #Germany. This is why I came to @OlafScholz to shake Germany's conscience so that they decide on firm and crushing sanctions that would influence Putin's decisions. https://t.co/m5pWRGyZMl,Unknown,152,4.0,fedupfan,152.0,531.0,nan
02-Mar-2022 06:45PM,"RT @RobNoLastName: @SiobhanBenita Are you kidding? Ursula von der Leyen, Donald Tusk, Michel Barnier ...all tweeted how slow they were in comparison to the UK. Remember how the EU tried to block banning Russia from SWIFT? The UK had to pressure them to allow it. You're mad.",Unknown,388,5.0,F00tsie,388.0,652.0,nan
27-Mar-2022 09:42PM,"RT @gas2green: The real #BrexitDividend: our global #trade balance. Nice one #Leave. If UK was a business, it would be failing. Oh - it is... https://t.co/ntT3ecvtIc",United Kingdom,334,5.0,Mark Everson #JoinTheDots 🇪🇺 #FBPA,334.0,172.0,England
28-Feb-2022 04:44PM,RT @archer_rs: EU - bans all Russian aircraft UK - allows private jets to continue EU - welcomes all Ukrainian refugees without condition UK - makes them apply via complex online system and rejects many EU - blocks Russian donations to EU institutions UK - accepts Russian billions,United States,528,5.0,David George Randall,528.0,560.0,Washington
19-Mar-2022 09:07AM,RT @VelociMvm: Dover MP Natalie Elphicke heckled at P&O protest as she slams 'disgusting' sacking of staff https://t.co/s5SuV6UKkr Brexit bonus & what happens when Tory government sells off all UK resources to foreign powers & itself takes Russian donations.,United Kingdom,1858,6.0,Pamela S Connor,1858.0,3663.0,England
28-Jan-2022 01:12AM,RT @JamesRobvincent: Britain's economy bigger than before the pandemic and we have recoverd faster than Germany. Love Brexit Follow back #backboris https://t.co/XN5UqePe21,United States,1443,6.0,🇬🇧 Jan _ Another Jan. Where is Dom?,1443.0,1398.0,Connecticut
27-Feb-2022 11:20AM,"QT @Steve63619233: https://t.co/itGl9Tp6bF ; @BBCBreaking BBC failing to give the real story, Germany and EU pushed back for several days until pressure from UK govt forced their hands.",Unknown,7340,7.0,SIR mexico1978RS 🇬🇧 🇮🇱👍,7340.0,8064.0,nan
22-Mar-2022 05:37AM,"QT @tamcohen: #ScumMedia ; Former head of the foreign office Sir Peter Ricketts @skynews says Boris Johnson should withdraw his Brexit/Ukraine remark, saying it was seen as desperately insulting and insensitive all of Europe... we should be trying to heal wounds with the EU not doubling down on them",United Kingdom,13040,8.0,Busy Eating Crayons 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,13040.0,13068.0,Wales
20-Feb-2022 10:04AM,"RT @DCBMEP: Clever move by @annietrev and @tradegovuk - services are the most valuable aspect to us & we have a trade SURPLUS with USA now in contrast to huge overall deficit with EU. ; This is a great move by @annietrev & @PennyMordaunt. Negotiations on a state-by-state basis with the 🇺🇸 mean services, not just goods, can be included in these trade agreements. #FreeTrade https://t.co/2yD1N0EZT5",Unknown,304,4.0,Blue Bouy #IStandWithSirLewisHamilton,304.0,601.0,nan
08-Mar-2022 01:01PM,"RT @FallonVee: @CarlosTF50 I disagree with you. Britain was just useful to the EU, and we paid far more into it than we ever got out of it. We make our own decisions, banding together as people and nations, not as EU, when necessary.",United Kingdom,4588,7.0,Free at Last,4588.0,5047.0,England
19-Jan-2022 10:35AM,RT @dbkell: Inflation: Cost of living rises at fastest pace for 30 years thanks to the stupid illegal brexit https://t.co/S6rCwQIqB0,Australia,288,5.0,John Kelly,288.0,670.0,New South Wales
27-Feb-2022 11:38PM,"RT @mitsyarty: QT @TheNewEuropean: The New European: The only paper born out of resentment, hate, disrespect and delusion continues to write articles which manifest resentment, hate, disrespect and delusion. Remainers will NEVER be worthy of having the word democracy on their lips. ; A sneak preview of this week's cover: Surviving Storm Johnson @jamesrbuk on salvaging British democracy @vnataf on the fight for France's future @wself on Ukraine In shops Thursday for £3.95, on the app, or through a subscription at https://t.co/xes5VDXFBA https://t.co/EoJKG4gy2V",United Kingdom,4607,7.0,Christina D 🇬🇧 No longer shadow banned😛,4607.0,3581.0,nan
21-Jan-2022 07:17PM,@David19531501 @Begentle50 @MartinWesson3 @AndrewGarside3 @IainColledge @UndercoverDane @LeftBehindPoet @The_Leaver @AndrewKnight226 @vikram_Singh002 @Roblev0 @ConraddKonnrad @AlabamaHoshea @andrewsibley15 @brianbloop2 @CharlieCarlsbad @Claesson_Kate @Nicoledso @BlamesJinds @DrStewartTolley @susan04071 @TerraOrBust @Davidmetroland @Juakar @ndduncan59 @TheGhos72578902 @1971JimboJ1 @resiguru @denislewin2021 @Peter14306722 @Stilllearning90 @ShegorReador @condimentset @from_hackney @BurrenMagic @Satoshi2k21 @afewpoints @Swen_2017 @Mindedmusically @EuOutta @fcukBrexit @thegrimbarian @GeorReader @Gazza41 @BrunoTheBridge @tit_twatter @RandyKite @LordOfFreedom2 @QuislingT @fan_vor Illegal ads on Facebook? I wouldn't know. Why didn't Facebook take them down?,United Kingdom,411,5.0,Bolton Wanderer,411.0,512.0,nan
08-Feb-2022 06:50AM,RT @snb19692: This Prime Minister and many Conservative MPs have armed the far right racist thugs in the UK. They have been given the green light. It started with Brexit. It ends with this Government! Remember that when you vote!,United Kingdom,5408,7.0,💙ewa 🇪🇺 #FBPE #FBPA #FBPPR 🕷 #RejoinEU,5408.0,5935.0,England
19-Mar-2022 05:36PM,"RT @anneapplebaum: QT @AlexTaylorNews: He is doing this because he knows Brexit is a disaster, it has isolated Britain, made Britain poorer, less influential. He needs extreme forms of hyperbole to cover the gap between that reality and the false utopia that he and others promised. ; Words fail me that this loathsome man actually just compared the Ukrainian people's current quest for freedom to the UK voting for Brexit Just when you thought he couldn't sink to new depths 👇 https://t.co/qxFukg4Oi3",United States,2303,6.0,Richard Sweeney #FBPE,2303.0,2879.0,Connecticut
11-Feb-2022 10:28PM,@BorisJohnson @borisjohnson More lies and half truths … don’t you get sick to death of being you and your weird life ? #JohnsonOut19 #JohnsonOut18 #ToryLiars #brexitdisaster,United Kingdom,1889,5.0,Mr_Cameron,1889.0,4072.0,England
03-Mar-2022 11:43PM,RT @ukiswitheu: ..Johnson says he is leading the world with sanctions ..But the EU has already sanctioned oligarchs #BBCQT @PeterKyle https://t.co/7FPU2MCjRE,Unknown,14911,8.0,Dr Peter Dilworth 💙 #Woke #FBPA #GTTO 3.5% 😷,14911.0,16395.0,nan
19-Jan-2022 12:01PM,"@GregClinker Brexit is a new Labour project? You're telling me Blair & Brown were brexiters, are brexiters? What utter ..... UTTER bollox! I chose remain I would've accepted CU++ grudgingly, as it was, & is stupid. Your purity is enemy of the possible. Purity is friend to the fascists",United Kingdom,1225,6.0,Lacanox #FBPR,1225.0,1571.0,England
12-Feb-2022 11:06AM,RT @sprinterdeluxe: Brexit in a photo... https://t.co/7IalgxAfSs,United Kingdom,462,5.0,Mark Ward,462.0,930.0,England
10-Jan-2022 07:17PM,"QT @TiceRichard: #LabourAreUnelectable #Labour ; BREXIT FREEDOM: am loving fact that Labour now want to use flexibility of Brexit to remove 5% VAT on energy bills, which was not allowed to do under EU rules! Welcome to Brexit benefits👍🇬🇧",United States,2611,6.0,neil Eastell 🏳️‍🌈🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧,2611.0,2600.0,Washington
23-Mar-2022 11:08PM,"RT @Jacob_Rees_Mogg: QT @hmtreasury: The EU would not allow us to do this, another benefit of Brexit. ; We're cutting VAT on the installation of energy saving materials in residential properties from 5% to zero for the next five years. #SpringStatement2022 https://t.co/hM5piUulY0",United Kingdom,1942,6.0,Mr Grumpy.,1942.0,2341.0,nan
11-Mar-2022 01:47PM,@PDF53 @Mal_DuBois I have heard nothing on UK msm about EU imposing Polish & Hungarian sanctions ?? Why are they not broadcasting this ?? I wonder …,United Kingdom,175,4.0,Lee Smith,175.0,148.0,England
02-Mar-2022 10:30AM,RT @emeicen: Another benefit of brexit is that UK cannot veto Ukraine's accession to the EU.,Unknown,559,5.0,neil runkel,559.0,789.0,nan
12-Jan-2022 11:46AM,RT @JackPosobiec: BREAKING: European Union regulators warn that frequent Covid-19 booster shots could adversely affect the immune system and may not be feasible. https://t.co/F1GhLpYYt8,United Kingdom,5863,7.0,Sally Bo 🇬🇧🇺🇸 STOP THE BOATS FFS! 🇬🇧🇺🇸,5863.0,6006.0,England
27-Feb-2022 12:44PM,RT @ChillaxBcn: It has just been announced by 'Deutsche Bundesbahn' that all #Ukrainian passport holders can travel by train from #Poland to #Germany for FREE 🇺🇦🇵🇱🇩🇪 Apart from that #Ukrainians do not need a visa to come to the EU 🇪🇺,Unknown,1429,6.0,Sue Truby #ukraine #FBPA #FBPE #FBPPR #JOHNSONOUT,1429.0,1525.0,nan
30-Jan-2022 01:46PM,RT @acgrayling: UK to 'regret' leaving European Union over limited economic opportunities: Dmitry Medvedev Russian Security Council Deputy Chairman Dmitry Medvedev has stated that he believes that the United Kingdom will regret their decision of leaving the EU. Understatement.,Unknown,320,5.0,Welshlass2,320.0,587.0,nan
09-Jan-2022 08:07PM,RT @Kishan_Devani: QT @Kishan_Devani: @DrRosena https://t.co/5VK91PxKEM ; And we wonder why we have one of the largest death tolls in #Europe from #COVID19... RT if you think #JohnsonOut needs to become a reality! https://t.co/TTpMq6q2Yf,Unknown,2219,6.0,Adam Picard- Knight,2219.0,5000.0,nan
19-Jan-2022 08:32AM,"RT @BestForBritain: Ireland is now the eighth largest exporter of financial services in the world and is the fifth largest exporter of financial services in Europe. Brexit. The gift that keeps on giving, to everyone but us. ~AA https://t.co/TY8B7CK47n",United Kingdom,4668,7.0,Val Astles/Dowsing #FBPE #Rejoin🇪🇺#SODEM,4668.0,5136.0,Scotland
01-Mar-2022 12:36PM,@nicktolhurst Imagine Putin invading Ukraine in 2014 you mean? Maybe stay away from these sort hot takes if you don't know the difference between the EU and NATO?,Unknown,2159,6.0,Simon Barnett,2159.0,1075.0,nan
